Symbol,Momentum Score,Timestamp,Average Momentum
10000LADYSUSDT.P,-0.19999999999999998,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
10000NFTUSDT.P,1.3,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
1000BONKUSDT.P,1.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
1000BTTUSDT.P,0.8,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
1000FLOKIUSDT.P,-0.3,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
1000LUNCUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
1000PEPEUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
1000XECUSDT.P,-0.6000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
1INCHUSDT.P,-0.30000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AAVEUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ACHUSDT.P,-0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ADAUSDT.P,0.5000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AGLDUSDT.P,1.2000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AKROUSDT.P,-0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ALGOUSDT.P,2.7755575615628914e-17,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ALICEUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ALPACAUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ALPHAUSDT.P,0.8000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AMBUSDT.P,1.2000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ANKRUSDT.P,0.8,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
APEUSDT.P,0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
API3USDT.P,1.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
APTUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ARUSDT.P,1.2000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ARBUSDT.P,-0.2,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ARKUSDT.P,0.8000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ARKMUSDT.P,0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ARPAUSDT.P,0.7000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ASTRUSDT.P,0.5000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ATAUSDT.P,0.7000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ATOMUSDT.P,-1.3,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AUCTIONUSDT.P,-0.39999999999999997,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AUDIOUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AVAXUSDT.P,-0.2,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
AXSUSDT.P,0.30000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BADGERUSDT.P,0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BAKEUSDT.P,-0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BALUSDT.P,-1.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BANDUSDT.P,1.2000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BATUSDT.P,1.0,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BCHUSDT.P,0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BELUSDT.P,0.8,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BICOUSDT.P,0.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BIGTIMEUSDT.P,0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BLURUSDT.P,0.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BLZUSDT.P,-0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
BTCUSDT.P,1.3000000000000003,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
C98USDT.P,-0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CEEKUSDT.P,-0.09999999999999998,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CELOUSDT.P,0.8,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CELRUSDT.P,0.19999999999999998,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CFXUSDT.P,0.30000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CHRUSDT.P,-0.30000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CHZUSDT.P,0.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CKBUSDT.P,0.8,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
COMBOUSDT.P,0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
COMPUSDT.P,-0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
COREUSDT.P,-0.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
COTIUSDT.P,0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CROUSDT.P,0.19999999999999998,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CRVUSDT.P,0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CTCUSDT.P,-0.7000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CTKUSDT.P,1.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CTSIUSDT.P,-1.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CVCUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CVXUSDT.P,0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
CYBERUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DARUSDT.P,0.6000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DASHUSDT.P,1.7000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DENTUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DGBUSDT.P,0.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DODOUSDT.P,0.30000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DOGEUSDT.P,0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DOTUSDT.P,-0.30000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DUSKUSDT.P,0.8000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
DYDXUSDT.P,0.6000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
EDUUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
EGLDUSDT.P,-0.09999999999999998,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ENJUSDT.P,0.5000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ENSUSDT.P,-1.3,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
EOSUSDT.P,-0.7000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ETCUSDT.P,0.5000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ETHUSDT.P,0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ETHWUSDT.P,0.2000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FILUSDT.P,0.8,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FITFIUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FLOWUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FLRUSDT.P,0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FORTHUSDT.P,1.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FRONTUSDT.P,-0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FTMUSDT.P,1.0,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
FXSUSDT.P,0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GALAUSDT.P,0.7,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GFTUSDT.P,0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GLMUSDT.P,0.7000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GLMRUSDT.P,-0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GMTUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GMXUSDT.P,-1.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GRTUSDT.P,-0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
GTCUSDT.P,-1.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
HBARUSDT.P,0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
HFTUSDT.P,-0.2,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
HIFIUSDT.P,0.7,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
HIGHUSDT.P,-0.2,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
HNTUSDT.P,-0.3999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
HOOKUSDT.P,1.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
HOTUSDT.P,0.2000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ICPUSDT.P,-0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ICXUSDT.P,0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
IDUSDT.P,-0.5999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
IDEXUSDT.P,0.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
ILVUSDT.P,0.1,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
IMXUSDT.P,-0.2,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
INJUSDT.P,0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
IOSTUSDT.P,0.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
IOTAUSDT.P,0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
IOTXUSDT.P,-0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
JASMYUSDT.P,1.2000000000000002,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
JOEUSDT.P,-0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
JSTUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
KASUSDT.P,1.3,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
KAVAUSDT.P,0.30000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
KDAUSDT.P,-0.7000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
KEYUSDT.P,0.9,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
KLAYUSDT.P,0.7999999999999999,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
KNCUSDT.P,1.0,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
KSMUSDT.P,0.6,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LDOUSDT.P,1.0,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LEVERUSDT.P,0.20000000000000004,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LINAUSDT.P,1.5,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LINKUSDT.P,0.10000000000000003,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LITUSDT.P,1.2,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LOOKSUSDT.P,0.5000000000000001,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LOOMUSDT.P,1.2,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
LPTUSDT.P,-0.4,2024-07-29 01:44:40.260454+00:00,0.36791666666666667
